0.00E+00,0.00E+00,1.46E+02,1.21E+02
0.00E+00,0.00E+00,1.46E+02,1.21E+02
0.00E+00,0.00E+00,1.46E+02,1.22E+02
0.00E+00,0.00E+00,1.46E+02,1.22E+02
0.00E+00,0.00E+00,1.46E+02,1.23E+02
0.00E+00,0.00E+00,1.46E+02,1.23E+02
0.00E+00,0.00E+00,1.46E+02,1.24E+02
0.00E+00,0.00E+00,1.46E+02,1.24E+02
0.00E+00,0.00E+00,1.46E+02,1.25E+02
0.00E+00,0.00E+00,1.46E+02,1.25E+02
0.00E+00,0.00E+00,1.46E+02,1.26E+02
0.00E+00,0.00E+00,1.46E+02,1.26E+02
0.00E+00,0.00E+00,1.46E+02,1.27E+02
0.00E+00,0.00E+00,1.45E+02,1.27E+02
0.00E+00,0.00E+00,1.45E+02,1.28E+02
0.00E+00,0.00E+00,1.45E+02,1.28E+02
0.00E+00,0.00E+00,1.45E+02,1.29E+02
0.00E+00,0.00E+00,1.45E+02,1.29E+02
0.00E+00,0.00E+00,1.44E+02,1.30E+02
0.00E+00,0.00E+00,1.44E+02,1.30E+02
0.00E+00,0.00E+00,1.44E+02,1.31E+02
0.00E+00,0.00E+00,1.43E+02,1.32E+02
0.00E+00,0.00E+00,1.43E+02,1.32E+02
0.00E+00,0.00E+00,1.43E+02,1.33E+02
0.00E+00,0.00E+00,1.42E+02,1.33E+02
0.00E+00,0.00E+00,1.42E+02,1.34E+02
0.00E+00,0.00E+00,1.41E+02,1.34E+02
0.00E+00,0.00E+00,1.41E+02,1.35E+02
0.00E+00,0.00E+00,1.41E+02,1.35E+02
0.00E+00,0.00E+00,1.40E+02,1.36E+02
0.00E+00,0.00E+00,1.40E+02,1.36E+02
0.00E+00,0.00E+00,1.39E+02,1.37E+02
0.00E+00,0.00E+00,1.38E+02,1.37E+02
0.00E+00,0.00E+00,1.38E+02,1.38E+02
0.00E+00,0.00E+00,1.37E+02,1.39E+02
0.00E+00,0.00E+00,1.37E+02,1.39E+02
0.00E+00,0.00E+00,1.36E+02,1.40E+02
0.00E+00,0.00E+00,1.35E+02,1.40E+02
0.00E+00,0.00E+00,1.35E+02,1.41E+02
0.00E+00,0.00E+00,1.34E+02,1.41E+02
0.00E+00,0.00E+00,1.33E+02,1.42E+02
0.00E+00,0.00E+00,1.33E+02,1.42E+02
0.00E+00,0.00E+00,1.32E+02,1.43E+02
0.00E+00,0.00E+00,1.31E+02,1.43E+02
0.00E+00,0.00E+00,1.30E+02,1.44E+02
0.00E+00,0.00E+00,1.30E+02,1.45E+02
0.00E+00,0.00E+00,1.29E+02,1.45E+02
0.00E+00,0.00E+00,1.28E+02,1.46E+02
0.00E+00,0.00E+00,1.27E+02,1.46E+02
0.00E+00,0.00E+00,1.26E+02,1.47E+02
0.00E+00,0.00E+00,1.25E+02,1.47E+02
0.00E+00,0.00E+00,1.25E+02,1.48E+02
0.00E+00,0.00E+00,1.24E+02,1.48E+02
0.00E+00,0.00E+00,1.23E+02,1.49E+02
0.00E+00,0.00E+00,1.22E+02,1.49E+02
0.00E+00,0.00E+00,1.21E+02,1.50E+02
0.00E+00,0.00E+00,1.20E+02,1.50E+02
0.00E+00,0.00E+00,1.19E+02,1.51E+02
0.00E+00,0.00E+00,1.18E+02,1.51E+02
0.00E+00,0.00E+00,1.17E+02,1.52E+02
0.00E+00,0.00E+00,1.16E+02,1.52E+02
0.00E+00,0.00E+00,1.15E+02,1.53E+02
0.00E+00,0.00E+00,1.14E+02,1.53E+02
0.00E+00,0.00E+00,1.13E+02,1.54E+02
